,"Numberrange","TestNumber","Currency","maxdailyminutes","WeeklyRate","DailyRate","MonthlyRate"
,"Qatar CT36","97477433266","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT37","97477436256","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT38","97477432261","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT39","97477432147","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT4","97477926185","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT40","97477434582","USD","10000","0.06000","0.00000","0.06500"
,"Qatar CT41","97474743402","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT42","97477831106","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT43","97477923568","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT44","97477924402","USD","10000","0.06000","0.00000","0.06500"
,"Qatar CT45","97477925982","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT46","97477788390","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT47","97430410314","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT49","97477926238","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT5","97477923675","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT50","97477925877","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT51","97477925833","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT52","97430069408","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT54","97430125796","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT58","97430272757","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT59","97430305269","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT6","97477775691","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT63","97433630338","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT64","97433660737","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT7","97477473586","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT8","97474498340","USD","3000","0.06000","0.00000","0.06500"
,"Qatar CT9","97477659559","USD","3000","0.06000","0.00000","0.06500"
,"Qatar FT1","97455868630","USD","3000","0.04000","0.00000","0.05500"
,"Qatar FT2","97470460630","USD","3000","0.04000","0.00000","0.05500"
,"Qatar LT1","97430693831","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT10","97477103993","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT2","97431471910","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT3","97433533762","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT4","97444355973","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT5","97450720816","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT6","97455787985","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT7","97466251861","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT8","97470101939","USD","3000","0.06000","0.00000","0.07000"
,"Qatar LT9","97474059959","USD","3000","0.06000","0.00000","0.07000"
,"Russia AV1","79546601472","USD","3000","0.30000","0.00000","0.35000"
,"Russia AV2","79549050113","USD","3000","0.30000","0.00000","0.35000"
,"Russia AV3","79549180302","USD","3000","0.30000","0.00000","0.35000"
,"Russia AV4","79544701802","USD","3000","0.30000","0.00000","0.35000"
,"Russia AV5","79546720408","USD","3000","0.30000","0.00000","0.35000"
,"Russia AV6","79548995607","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT1","78432305100","USD","3000","0.01400","0.00000","0.01750"
,"Russia FT10","79300129100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT11","79540333050","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT12","79540620330","USD","3000","0.24000","0.00000","0.28000"
,"Russia FT13","79541002200","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT14","79541003200","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT15","79541004200","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT16","79541005100","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT17","79541051100","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT18","79541072450","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT19","79541080300","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT2","78552457960","USD","3000","0.12000","0.00000","0.15000"
,"Russia FT20","79541090100","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT21","79541100000","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT22","79541110200","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT23","79541120200","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT24","79541151100","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT25","79541950330","USD","3000","0.24000","0.00000","0.28000"
,"Russia FT26","79542089530","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT27","79542089600","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT28","79542609600","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT29","79542609700","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT3","78552458840","USD","3000","0.12000","0.00000","0.15000"
,"Russia FT30","79542609900","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT31","79542690250","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT32","79544001330","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT33","79544001430","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT34","79544001800","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT35","79544001900","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT36","79544002260","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT37","79544002370","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT38","79544220330","USD","3000","0.24000","0.00000","0.28000"
,"Russia FT39","79544330330","USD","3000","0.24000","0.00000","0.28000"
,"Russia FT4","78552459560","USD","3000","0.12000","0.00000","0.15000"
,"Russia FT40","79545047180","USD","3000","0.24000","0.00000","0.28000"
,"Russia FT41","79546000265","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT42","79546000310","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT43","79546000445","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT44","79546000710","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT45","79546002510","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT46","79546100000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT47","79546200000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT48","79546300000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT49","79546400000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT5","79238282100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT50","79546500200","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT51","79546600000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT52","79546700000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT53","79546800000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT54","79546900000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT55","79548000000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT56","79548100000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT57","79548200000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT58","79548300030","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT59","79548400000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT6","79238283100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT60","79548500000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT61","79548600000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT62","79548700000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT63","79548800000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT64","79548900000","USD","3000","0.25000","0.00000","0.28000"
,"Russia FT65","79549600330","USD","3000","0.24000","0.00000","0.28000"
,"Russia FT66","79549989060","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT67","79549989130","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT68","79549989200","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT69","79549989300","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT7","79238284100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT70","79549989430","USD","3000","0.30000","0.00000","0.35000"
,"Russia FT71","79582978880","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT72","79585387430","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT73","79585388900","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT74","79585561630","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT75","79585562300","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT76","79585563260","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT77","79585564230","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT78","79585565000","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT79","79585566230","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT8","79300127100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT80","79585567230","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT81","79585568050","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT82","79585569050","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT83","79585590530","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT84","79585618100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT85","79586651610","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT86","79586895160","USD","3000","0.07000","0.00000","0.07500"
,"Russia FT87","79588468620","USD","3000","0.07000","0.00000","0.08500"
,"Russia FT89","79852193450","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT9","79300128100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT90","79852194100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT91","79852195100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT92","79856552360","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT93","79856553100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT94","79856554100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT95","79920306100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT96","79920307100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT97","79920308100","USD","3000","0.11000","0.00000","0.13000"
,"Russia FT98","79588468600","USD","3000","0.07000","0.00000","0.08500"
,"Rwanda LT1","250925679875","USD","3000","0.10000","0.00000","0.12000"
,"Rwanda LT2","250985834938","USD","3000","0.10000","0.00000","0.12000"
,"Samoa AV1","6858300751","USD","3000","0.22000","0.00000","0.24000"
,"Samoa AV2","6858311250","USD","3000","0.22000","0.00000","0.24000"
,"Samoa AV3","6858341251","USD","3000","0.22000","0.00000","0.24000"
,"Samoa AV4","6857332233","USD","3000","0.22000","0.00000","0.24000"
,"Samoa AV5","685182705","USD","3000","0.21000","0.00000","0.23000"
,"Samoa AV6","685259705","USD","3000","0.21000","0.00000","0.23000"
,"Sao Tome AV2","23912241367","USD","3000","0.20000","0.00000","0.22000"
,"Sao Tome AV7","2399811510","USD","5000","0.22000","0.00000","0.24000"
,"Sao Tome LT1","2391234881","USD","3000","0.23000","0.00000","0.26000"
,"Sao Tome LT2","2399881918","USD","3000","0.23000","0.00000","0.26000"
,"Saudi Arabia CT1","966543109077","USD","3000","0.04500","0.00000","0.05000"
,"Saudi Arabia CT10","966599259493","USD","3000","0.04500","0.00000","0.05000"
,"Saudi Arabia CT8","966582202643","USD","3000","0.04500","0.00000","0.05000"
,"Saudi Arabia CT9","966596631513","USD","3000","0.04500","0.00000","0.05000"
,"Saudi AV1","966500071939","USD","3000","0.03500","0.00000","0.04500"
,"Saudi AV2","966502348231","USD","3000","0.03500","0.00000","0.04500"
,"Saudi AV3","966503027436","USD","3000","0.03500","0.00000","0.04500"
,"Saudi AV4","966599133035","USD","3000","0.03500","0.00000","0.04500"
,"Saudi AV5","966501426030","USD","3000","0.03500","0.00000","0.04500"
,"Senegal AV1","221766607907","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV10","221705866200","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV10","221705866201","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV11","221707552401","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV16","221776407401","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV2","2217674746080","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV20","221721128537","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV3","221760440144","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV5","221707056106","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV6","221702062814","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV7","221703262214","USD","3000","0.13000","0.00000","0.15500"
,"Senegal AV8","221702573997","USD","3000","0.13000","0.00000","0.15500"
,"Senegal CT1","221709905427","USD","3000","0.13000","0.00000","0.15000"
,"Senegal FT1","221706761660","USD","3000","0.09000","0.00000","0.11000"
,"Senegal FT2","221708762690","USD","3000","0.09000","0.00000","0.11000"
,"Senegal FT3","221708762700","USD","3000","0.09000","0.00000","0.11000"
,"Senegal LT1","221308006935","USD","3000","0.14000","0.00000","0.16000"
,"Senegal LT2","221338544986","USD","3000","0.14000","0.00000","0.16000"
,"Senegal LT3","221707518129","USD","3000","0.14000","0.00000","0.16000"
,"Senegal LT4","221728590933","USD","3000","0.14000","0.00000","0.16000"
,"Senegal LT5","221765718950","USD","3000","0.14000","0.00000","0.16000"
,"Senegal LT6","221773648991","USD","3000","0.14000","0.00000","0.16000"
,"Senegal P2","221769984113","EURO","3000","0.12000","0.00000","0.15000"
,"Senegal P3","221769985224","EURO","3000","0.12000","0.00000","0.15000"
,"Senegal ST1","221301687200","USD","3000","0.14000","0.00000","0.17000"
,"Serbia AV1","381603787900","USD","6000","0.12000","0.00000","0.14000"
,"Serbia AV2","381643033722","USD","8000","0.12000","0.00000","0.14000"
,"Serbia AV3","381643374503","USD","3000","0.12000","0.00000","0.14000"
,"Serbia AV4","381621785946","USD","3000","0.12000","0.00000","0.14000"
,"Serbia AV6","381605656066","USD","3000","0.09000","0.00000","0.11000"
,"Serbia AV7","381650053957","USD","8000","0.08000","0.00000","0.09500"
,"Serbia FT1","381641349660","USD","3000","0.11000","0.00000","0.13000"
,"Serbia FT2","381642345660","USD","3000","0.11000","0.00000","0.13000"
,"Serbia LT1","381600102892","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT2","381613167976","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT3","381621173979","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT4","38163664947","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT5","381641350890","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT6","381650054990","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT7","381665555893","USD","3000","0.13000","0.00000","0.15000"
,"Serbia LT8","381693030786","USD","3000","0.13000","0.00000","0.15000"
,"Serbia P10","381643938117","EURO","3000","0.08000","0.00000","0.10000"
,"Serbia P5","381637932174","EURO","3000","0.10000","0.00000","0.12000"
,"Serbia P6","381657165205","EURO","3000","0.10000","0.00000","0.12000"
,"Serbia P7","38110591150","EURO","3000","0.12000","0.00000","0.14000"
,"Serbia P8","381612000253","EURO","3000","0.07000","0.00000","0.08500"
,"Serbia P9","38116690354","EURO","3000","0.12000","0.00000","0.14000"
,"Serbia P9","38117313750","EURO","3000","0.12000","0.00000","0.14000"
,"Seychelles AV10","2482780439","USD","8000","0.17000","0.00000","0.19000"
,"Seychelles AV11","2484355030","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV12","2484267030","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV13","2484235030","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV14","2482748240","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV15","2482793600","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV16","2482546500","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV17","2482500019","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV18","2482704808","USD","7000","0.17000","0.00000","0.19000"
,"Seychelles AV19","248386710","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV5","2482769100","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV6","2482704602","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV8","2482826909","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles AV9","2482704039","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles CT1","2489997860","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT10","2482546700","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT11","2482582650","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT12","2482583460","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT13","2482596520","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT14","2482868210","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT15","2484224740","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT16","2484288740","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT17","2484296360","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT18","2485527520","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT19","2486200930","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT2","2489994560","USD","6000","0.19000","0.00000","0.22000"
,"Seychelles CT20","2488267860","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT21","2482572985","USD","5000","0.19000","0.00000","0.22000"
,"Seychelles CT3","2489999980","USD","6000","0.19000","0.00000","0.22000"
,"Seychelles CT4","2489999820","USD","6000","0.19000","0.00000","0.22000"
,"Seychelles CT5","2483796628","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT6","2483799821","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT7","2481432637","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT8","2482546020","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles CT9","2482546320","USD","3000","0.19000","0.00000","0.22000"
,"Seychelles LT1","2482520953","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT10","24899703991","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT2","2482616662","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT3","2482750993","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT4","2482865902","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT5","248340892920","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT6","2484289902","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT7","2484323991","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT8","2489495956","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles LT9","2489884894","USD","3000","0.16000","0.00000","0.18500"
,"Seychelles Mobile AV1","2482704032","USD","5000","0.17000","0.00000","0.19000"
,"Seychelles P2","2482691097","EURO","3000","0.11000","0.00000","0.13000"
,"Seychelles ST1","248988500","USD","3000","0.23000","0.00000","0.26000"
,"Seychelles STC","2483796222","USD","5000","0.17000","0.00000","0.19000"
,"Seychelles STC1	","2483421082","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles STC10","24894322368","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles STC11","2488451480","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles STC12","248740000","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles STC2","248114634341","USD","7000","0.17000","0.00000","0.19000"
,"Seychelles STC3","2483591939","USD","50000","0.17000","0.00000","0.19000"
,"Seychelles STC4","2483586840","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles STC5","2483593126","USD","3000","0.17000","0.00000","0.19000"
,"Seychelles STC6","248976900","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles STC7","248841200","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles STC8","248841315","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles STC9","2489451401","USD","10000","0.17000","0.00000","0.19000"
,"Seychelles T1","2482500103","USD","10000","0.23000","0.00000","0.26000"
,"Sierra Leone AV10","23256954304","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV2","23221011227","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV3","23230010630","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV4","23230098537","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV5","23230107431","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV6","23277785701","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV7","23277267507","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV8","23279218202","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone AV9","23222428752","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone FT1","23288511851","USD","3000","0.13000","0.00000","0.15000"
,"Sierra Leone FT2","23299811781","USD","3000","0.13000","0.00000","0.15000"
,"Sierra Leone LT1","23222435997","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT2","23223140902","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT3","23230417958","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT4","23233603841","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT5","23244145882","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT6","23277743963","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT7","23280076939","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone LT8","23288028861","USD","3000","0.17000","0.00000","0.19000"
,"Sierra Leone P1","23230860430","EURO","3000","0.10000","0.00000","0.12000"
,"Sierra Leone ST1","23247928700","USD","3000","0.14000","0.00000","0.17000"
,"Sierra Leone T1","23221102401","USD","10000","0.13000","0.00000","0.15000"
,"Sierra Leone T10","23221481017","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T11","23221009808","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T12","23221120012","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T13","23221450003","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T13","23221450017","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T14","23221911902","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T17","23221749927","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T17","23221749900","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T18","23221888103","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T2","23221201201","USD","10000","0.13000","0.00000","0.15000"
,"Sierra Leone T20","23221129153","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T21","23221853037","USD","10000","0.13000","0.00000","0.15000"
,"Sierra Leone T22","23221285094","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T26","23221391089","USD","3000","0.13000","0.00000","0.15000"
,"Sierra Leone T31","23221835185","USD","3000","0.13000","0.00000","0.15000"
,"Sierra Leone T40","23221101024","USD","3000","0.13000","0.00000","0.15000"
,"Sierra Leone T5","23221106025","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T5","23221106033","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T5","23221106994","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T6","23221150052","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T7","23221980002","USD","5000","0.13000","0.00000","0.15000"
,"Sierra Leone T8","23221350129","USD","5000","0.17000","0.00000","0.19000"
,"Sierra Leone T8","23221350196","USD","5000","0.17000","0.00000","0.19000"
,"Slovenia AV1","38649609622","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia AV2","38631798234","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia AV3","38649604032","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia AV4","38665559335","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia AV5","38670389434","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT1","38631799772","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT2","38640005924","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT3","38641358969","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT4","38643949983","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT5","38649592989","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT6","38651314986","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT7","38665601961","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT8","38670165959","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia LT9","38971635973","USD","3000","0.13000","0.00000","0.15000"
,"Slovenia P1","38631799803","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P10","38651350007","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P13","38651710024","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P14","38630434100","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P14","38630434517","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P2","38640002809","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P3","38641377649","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P4","38651350547","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P5","38670550988","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P6","38665701046","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P7","38631799121","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P8","38640002779","EURO","3000","0.13000","0.00000","0.15000"
,"Slovenia P9","38641377052","EURO","3000","0.13000","0.00000","0.15000"
,"Solomon Islands LT1","67721890","USD","3000","0.23000","0.00000","0.26000"
,"Solomon Islands LT2","677749915","USD","3000","0.23000","0.00000","0.26000"
,"Solomon Islands LT3","6777667823","USD","3000","0.23000","0.00000","0.26000"
,"Solomon Islands LT4","6778451879","USD","3000","0.23000","0.00000","0.26000"
,"Solomon Islands LT5","6778508990","USD","3000","0.23000","0.00000","0.26000"
,"Solomon Islands P1","6779328036","EURO","3000","0.19000","0.00000","0.21000"
,"Somalia AV1","25222550221","USD","3000","0.16000","0.00000","0.18500"
,"Somalia AV4","252675983932","USD","3000","0.16000","0.00000","0.18500"
,"Somalia AV5","252906196130","USD","3000","0.16000","0.00000","0.18500"
,"Somalia AV6","252906008837","USD","3000","0.16000","0.00000","0.18500"
,"Somalia CT1","25254177860","USD","6000","0.17000","0.00000","0.19000"
,"Somalia CT114","25285105250","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT116","25285112533","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT125","25285390090","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT127","25285106408","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT135","25285921115","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT138","25285393209","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT157","25285395121","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT167","2525020010","USD","3000","0.17000","0.00000","0.19000"
,"Somalia CT180","25285954455","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT187","252682384178","USD","3000","0.17000","0.00000","0.19000"
,"Somalia CT198","25285712362","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT2","25254170090","USD","6000","0.17000","0.00000","0.19000"
,"Somalia CT20","25257104550","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT204","25285109958","USD","3000","0.14000","0.00000","0.17000"
,"Somalia CT208","25285164407","USD","3000","0.19000","0.00000","0.22000"
,"Somalia CT209","25285950022","USD","5000","0.14000","0.00000","0.17000"
,"Somalia CT21","25257163970","USD","3000","0.14000","0.00000","0.17000"
