Range_Name,Buying,Weekly,Monthly,Dial Code,len,Number_Format,Number_Format_Length,diff,Range_Start,Range_End
Monaco AT24,0.17,0.12,0.15,3774415,7,37744XXXXXX,11,4,37744150000,37744159999
Monaco AT25,0.17,0.12,0.15,3774416,7,37744XXXXXX,11,4,37744160000,37744169999
Monaco AT26,0.17,0.12,0.15,3774419,7,37744XXXXXX,11,4,37744190000,37744199999
Monaco AT27,0.17,0.12,0.15,3774420,7,37744XXXXXX,11,4,37744200000,37744209999
Monaco AT28,0.17,0.12,0.15,3774422,7,37744XXXXXX,11,4,37744220000,37744229999
Monaco AT29,0.17,0.12,0.15,3774427,7,37744XXXXXX,11,4,37744270000,37744279999
Monaco AT30,0.17,0.12,0.15,3774433,7,37744XXXXXX,11,4,37744330000,37744339999
Monaco AT31,0.17,0.12,0.15,3774436,7,37744XXXXXX,11,4,37744360000,37744369999
Monaco AT32,0.17,0.12,0.15,3774440,7,37744XXXXXX,11,4,37744400000,37744409999
Monaco AT33,0.17,0.12,0.15,3774442,7,37744XXXXXX,11,4,37744420000,37744429999
Monaco AT34,0.17,0.12,0.15,3774444,7,37744XXXXXX,11,4,37744440000,37744449999
Monaco AT35,0.17,0.12,0.15,3774445,7,37744XXXXXX,11,4,37744450000,37744459999
Monaco AT36,0.17,0.12,0.15,3774446,7,37744XXXXXX,11,4,37744460000,37744469999
Monaco AT37,0.17,0.12,0.15,3774447,7,37744XXXXXX,11,4,37744470000,37744479999
Monaco AT38,0.17,0.12,0.15,3774449,7,37744XXXXXX,11,4,37744490000,37744499999
Monaco AT39,0.17,0.12,0.15,3774453,7,37744XXXXXX,11,4,37744530000,37744539999
Monaco AT40,0.17,0.12,0.15,3774470,7,37744XXXXXX,11,4,37744700000,37744709999
Monaco AT41,0.17,0.12,0.15,3774500,7,37745XXXXXX,11,4,37745000000,37745009999
Monaco AT42,0.17,0.12,0.15,3774543,7,37745XXXXXX,11,4,37745430000,37745439999
Montenegro AT1,0.12,0.09,0.1,3823034,7,38230XXXXXX,11,4,38230340000,38230349999
Montenegro AT2,0.12,0.09,0.1,3823042,7,38230XXXXXX,11,4,38230420000,38230429999
Montenegro AT3,0.12,0.09,0.1,3827814,7,38278XXXXXX,11,4,38278140000,38278149999
Montenegro AT9,0.13,0.09,0.11,382600,6,38260XXXXXXXXXX,15,9,382600000000000,382600999999999
Montenegro AT10,0.13,0.09,0.11,382680,6,38268XXXXXXXXXX,15,9,382680000000000,382680999999999
Montenegro AT11,0.13,0.09,0.11,3826001,7,38260XXXXXXXXXX,15,8,382600100000000,382600199999999
Montenegro AT12,0.13,0.09,0.11,3826009,7,38260XXXXXXXXXX,15,8,382600900000000,382600999999999
Montenegro AT13,0.13,0.09,0.11,3826017,7,38260XXXXXXXXXX,15,8,382601700000000,382601799999999
Montenegro AT14,0.13,0.09,0.11,3826045,7,38260XXXXXXXXXX,15,8,382604500000000,382604599999999
Montenegro AT15,0.13,0.09,0.11,3826071,7,38260XXXXXXXXXX,15,8,382607100000000,382607199999999
Montenegro AT16,0.13,0.09,0.11,3826800,7,38268XXXXXXXXXX,15,8,382680000000000,382680099999999
Montenegro AT17,0.13,0.09,0.11,3826807,7,38268XXXXXXXXXX,15,8,382680700000000,382680799999999
Montenegro AT18,0.13,0.09,0.11,3826808,7,38268XXXXXXXXXX,15,8,382680800000000,382680899999999
Montenegro AT19,0.13,0.09,0.11,3826809,7,38268XXXXXXXXXX,15,8,382680900000000,382680999999999
Montenegro AT20,0.13,0.09,0.11,3826811,7,38268XXXXXXXXXX,15,8,382681100000000,382681199999999
Montenegro AT21,0.13,0.09,0.11,3826821,7,38268XXXXXXXXXX,15,8,382682100000000,382682199999999
Montenegro AT22,0.13,0.09,0.11,3826822,7,38268XXXXXXXXXX,15,8,382682200000000,382682299999999
Montenegro AT23,0.13,0.09,0.11,3826823,7,38268XXXXXXXXXX,15,8,382682300000000,382682399999999
Montenegro AT24,0.13,0.09,0.11,3826830,7,38268XXXXXXXXXX,15,8,382683000000000,382683099999999
Montenegro AT25,0.13,0.09,0.11,3826837,7,38268XXXXXXXXXX,15,8,382683700000000,382683799999999
Montenegro AT26,0.13,0.09,0.11,3826840,7,38268XXXXXXXXXX,15,8,382684000000000,382684099999999
Montenegro AT27,0.13,0.09,0.11,3826846,7,38268XXXXXXXXXX,15,8,382684600000000,382684699999999
Montenegro AT28,0.13,0.09,0.11,3826850,7,38268XXXXXXXXXX,15,8,382685000000000,382685099999999
Montenegro AT29,0.13,0.09,0.11,3826852,7,38268XXXXXXXXXX,15,8,382685200000000,382685299999999
Montenegro AT30,0.13,0.09,0.11,3826854,7,38268XXXXXXXXXX,15,8,382685400000000,382685499999999
Montenegro AT31,0.13,0.09,0.11,3826857,7,38268XXXXXXXXXX,15,8,382685700000000,382685799999999
Montenegro AT32,0.13,0.09,0.11,3826859,7,38268XXXXXXXXXX,15,8,382685900000000,382685999999999
Montenegro AT33,0.13,0.09,0.11,3826860,7,38268XXXXXXXXXX,15,8,382686000000000,382686099999999
Montenegro AT34,0.13,0.09,0.11,3826864,7,38268XXXXXXXXXX,15,8,382686400000000,382686499999999
Montenegro AT35,0.13,0.09,0.11,3826870,7,38268XXXXXXXXXX,15,8,382687000000000,382687099999999
Montenegro AT36,0.13,0.09,0.11,3826875,7,38268XXXXXXXXXX,15,8,382687500000000,382687599999999
Montenegro AT37,0.13,0.09,0.11,3826880,7,38268XXXXXXXXXX,15,8,382688000000000,382688099999999
Montenegro AT38,0.13,0.09,0.11,3826888,7,38268XXXXXXXXXX,15,8,382688800000000,382688899999999
Montenegro AT39,0.13,0.09,0.11,3826899,7,38268XXXXXXXXXX,15,8,382689900000000,382689999999999
Montenegro AT40,0.13,0.09,0.11,38268098,8,38268XXXXXXXXXX,15,7,382680980000000,382680989999999
Montenegro AT41,0.13,0.09,0.11,38268231,8,38268XXXXXXXXXX,15,7,382682310000000,382682319999999
Montenegro AT42,0.13,0.09,0.11,38268603,8,38268XXXXXXXXXX,15,7,382686030000000,382686039999999
Montenegro AT43,0.13,0.09,0.11,38268997,8,38268XXXXXXXXXX,15,7,382689970000000,382689979999999
Montenegro AT44,0.13,0.09,0.11,382690,6,38269XXXXXXXXXX,15,9,382690000000000,382690999999999
Montenegro AT45,0.13,0.09,0.11,382695,6,38269XXXXXXXXXX,15,9,382695000000000,382695999999999
Montenegro AT46,0.13,0.09,0.11,3826300,7,38263XXXXXXXXXX,15,8,382630000000000,382630099999999
Montenegro AT47,0.13,0.09,0.11,3826308,7,38263XXXXXXXXXX,15,8,382630800000000,382630899999999
Montenegro AT48,0.13,0.09,0.11,3826311,7,38263XXXXXXXXXX,15,8,382631100000000,382631199999999
Montenegro AT49,0.13,0.09,0.11,3826340,7,38263XXXXXXXXXX,15,8,382634000000000,382634099999999
Montenegro AT50,0.13,0.09,0.11,3826349,7,38263XXXXXXXXXX,15,8,382634900000000,382634999999999
Montenegro AT51,0.13,0.09,0.11,3826352,7,38263XXXXXXXXXX,15,8,382635200000000,382635299999999
Montenegro AT52,0.13,0.09,0.11,3826375,7,38263XXXXXXXXXX,15,8,382637500000000,382637599999999
Montenegro AT53,0.13,0.09,0.11,3826390,7,38263XXXXXXXXXX,15,8,382639000000000,382639099999999
Montenegro AT54,0.13,0.09,0.11,3826900,7,38269XXXXXXXXXX,15,8,382690000000000,382690099999999
Montenegro AT55,0.13,0.09,0.11,3826902,7,38269XXXXXXXXXX,15,8,382690200000000,382690299999999
Montenegro AT56,0.13,0.09,0.11,3826904,7,38269XXXXXXXXXX,15,8,382690400000000,382690499999999
Montenegro AT57,0.13,0.09,0.11,3826905,7,38269XXXXXXXXXX,15,8,382690500000000,382690599999999
Montenegro AT58,0.13,0.09,0.11,3826906,7,38269XXXXXXXXXX,15,8,382690600000000,382690699999999
Montenegro AT59,0.13,0.09,0.11,3826908,7,38269XXXXXXXXXX,15,8,382690800000000,382690899999999
Montenegro AT60,0.13,0.09,0.11,3826909,7,38269XXXXXXXXXX,15,8,382690900000000,382690999999999
Montenegro AT61,0.13,0.09,0.11,3826945,7,38269XXXXXXXXXX,15,8,382694500000000,382694599999999
Montenegro AT62,0.13,0.09,0.11,3826958,7,38269XXXXXXXXXX,15,8,382695800000000,382695899999999
Montenegro AT63,0.13,0.09,0.11,3826960,7,38269XXXXXXXXXX,15,8,382696000000000,382696099999999
Montenegro AT64,0.13,0.09,0.11,3826961,7,38269XXXXXXXXXX,15,8,382696100000000,382696199999999
Montenegro AT65,0.13,0.09,0.11,3826976,7,38269XXXXXXXXXX,15,8,382697600000000,382697699999999
Montenegro AT66,0.13,0.09,0.11,3826994,7,38269XXXXXXXXXX,15,8,382699400000000,382699499999999
Montenegro AT68,0.15,0.11,0.13,382676,6,38267XXXXXXXXXX,15,9,382676000000000,382676999999999
Montenegro AT69,0.15,0.11,0.13,3826624,7,38266XXXXXXXXXX,15,8,382662400000000,382662499999999
Montenegro AT70,0.15,0.11,0.13,3826644,7,38266XXXXXXXXXX,15,8,382664400000000,382664499999999
Montenegro AT71,0.15,0.11,0.13,3826679,7,38266XXXXXXXXXX,15,8,382667900000000,382667999999999
Montenegro AT72,0.15,0.11,0.13,3826699,7,38266XXXXXXXXXX,15,8,382669900000000,382669999999999
Montenegro AT73,0.15,0.11,0.13,3826700,7,38267XXXXXXXXXX,15,8,382670000000000,382670099999999
Montenegro AT74,0.15,0.11,0.13,3826702,7,38267XXXXXXXXXX,15,8,382670200000000,382670299999999
Montenegro AT75,0.15,0.11,0.13,3826719,7,38267XXXXXXXXXX,15,8,382671900000000,382671999999999
Montenegro AT76,0.15,0.11,0.13,3826723,7,38267XXXXXXXXXX,15,8,382672300000000,382672399999999
Montenegro AT77,0.15,0.11,0.13,3826728,7,38267XXXXXXXXXX,15,8,382672800000000,382672899999999
Montenegro AT78,0.15,0.11,0.13,3826729,7,38267XXXXXXXXXX,15,8,382672900000000,382672999999999
Montenegro AT79,0.15,0.11,0.13,3826733,7,38267XXXXXXXXXX,15,8,382673300000000,382673399999999
Montenegro AT80,0.15,0.11,0.13,3826737,7,38267XXXXXXXXXX,15,8,382673700000000,382673799999999
Montenegro AT81,0.15,0.11,0.13,3826745,7,38267XXXXXXXXXX,15,8,382674500000000,382674599999999
Montenegro AT82,0.15,0.11,0.13,3826751,7,38267XXXXXXXXXX,15,8,382675100000000,382675199999999
Montenegro AT83,0.15,0.11,0.13,3826753,7,38267XXXXXXXXXX,15,8,382675300000000,382675399999999
Montenegro AT84,0.15,0.11,0.13,3826755,7,38267XXXXXXXXXX,15,8,382675500000000,382675599999999
Montenegro AT85,0.15,0.11,0.13,3826769,7,38267XXXXXXXXXX,15,8,382676900000000,382676999999999
Montenegro AT86,0.15,0.11,0.13,3826772,7,38267XXXXXXXXXX,15,8,382677200000000,382677299999999
Montenegro AT87,0.15,0.11,0.13,3826778,7,38267XXXXXXXXXX,15,8,382677800000000,382677899999999
Montenegro AT88,0.15,0.11,0.13,3826789,7,38267XXXXXXXXXX,15,8,382678900000000,382678999999999
Montenegro AT89,0.15,0.11,0.13,3826792,7,38267XXXXXXXXXX,15,8,382679200000000,382679299999999
Montenegro AT90,0.15,0.11,0.13,3826795,7,38267XXXXXXXXXX,15,8,382679500000000,382679599999999
Montenegro AT91,0.15,0.11,0.13,38267195,8,38267XXXXXXXXXX,15,7,382671950000000,382671959999999
Montenegro AT92,0.15,0.11,0.13,38267231,8,38267XXXXXXXXXX,15,7,382672310000000,382672319999999
Montenegro AT93,0.15,0.11,0.13,38267375,8,38267XXXXXXXXXX,15,7,382673750000000,382673759999999
Montenegro AT94,0.15,0.11,0.13,38267456,8,38267XXXXXXXXXX,15,7,382674560000000,382674569999999
Montenegro AT95,0.15,0.11,0.13,38267559,8,38267XXXXXXXXXX,15,7,382675590000000,382675599999999
Montenegro AT96,0.15,0.11,0.13,38267789,8,38267XXXXXXXXXX,15,7,382677890000000,382677899999999
Morocco AT227,0.16,0.12,0.14,21252800,8,21252XXXXXXX,12,4,212528000000,212528009999
Morocco AT355,0.14,0.1,0.12,212604,6,21260XXXXXXX,12,6,212604000000,212604999999
Morocco AT356,0.14,0.1,0.12,212606,6,21260XXXXXXX,12,6,212606000000,212606999999
Morocco AT357,0.14,0.1,0.12,212608,6,21260XXXXXXX,12,6,212608000000,212608999999
Morocco AT365,0.14,0.1,0.12,21260000,8,21260XXXXXXX,12,4,212600000000,212600009999
Morocco AT366,0.14,0.1,0.12,21260001,8,21260XXXXXXX,12,4,212600010000,212600019999
Morocco AT367,0.14,0.1,0.12,21260006,8,21260XXXXXXX,12,4,212600060000,212600069999
Morocco AT368,0.14,0.1,0.12,21260009,8,21260XXXXXXX,12,4,212600090000,212600099999
Morocco AT369,0.14,0.1,0.12,21260040,8,21260XXXXXXX,12,4,212600400000,212600409999
Morocco AT370,0.14,0.1,0.12,21260044,8,21260XXXXXXX,12,4,212600440000,212600449999
Morocco AT371,0.14,0.1,0.12,21260047,8,21260XXXXXXX,12,4,212600470000,212600479999
Morocco AT372,0.14,0.1,0.12,21260049,8,21260XXXXXXX,12,4,212600490000,212600499999
Morocco AT373,0.14,0.1,0.12,21260072,8,21260XXXXXXX,12,4,212600720000,212600729999
Morocco AT374,0.14,0.1,0.12,21260100,8,21260XXXXXXX,12,4,212601000000,212601009999
Morocco AT375,0.14,0.1,0.12,21260134,8,21260XXXXXXX,12,4,212601340000,212601349999
Morocco AT376,0.14,0.1,0.12,21260137,8,21260XXXXXXX,12,4,212601370000,212601379999
Morocco AT377,0.14,0.1,0.12,21260270,8,21260XXXXXXX,12,4,212602700000,212602709999
Morocco AT378,0.14,0.1,0.12,21260272,8,21260XXXXXXX,12,4,212602720000,212602729999
Morocco AT379,0.14,0.1,0.12,21260273,8,21260XXXXXXX,12,4,212602730000,212602739999
Morocco AT380,0.14,0.1,0.12,21260277,8,21260XXXXXXX,12,4,212602770000,212602779999
Morocco AT381,0.14,0.1,0.12,21260279,8,21260XXXXXXX,12,4,212602790000,212602799999
Morocco AT382,0.14,0.1,0.12,21260300,8,21260XXXXXXX,12,4,212603000000,212603009999
Morocco AT383,0.14,0.1,0.12,21260330,8,21260XXXXXXX,12,4,212603300000,212603309999
Morocco AT384,0.14,0.1,0.12,21260333,8,21260XXXXXXX,12,4,212603330000,212603339999
Morocco AT385,0.14,0.1,0.12,21260336,8,21260XXXXXXX,12,4,212603360000,212603369999
Morocco AT386,0.14,0.1,0.12,21260412,8,21260XXXXXXX,12,4,212604120000,212604129999
Morocco AT387,0.14,0.1,0.12,21260456,8,21260XXXXXXX,12,4,212604560000,212604569999
Morocco AT388,0.14,0.1,0.12,21260469,8,21260XXXXXXX,12,4,212604690000,212604699999
Morocco AT389,0.14,0.1,0.12,21260598,8,21260XXXXXXX,12,4,212605980000,212605989999
Morocco AT390,0.14,0.1,0.12,21260603,8,21260XXXXXXX,12,4,212606030000,212606039999
Morocco AT391,0.14,0.1,0.12,21260615,8,21260XXXXXXX,12,4,212606150000,212606159999
Morocco AT392,0.14,0.1,0.12,21260711,8,21260XXXXXXX,12,4,212607110000,212607119999
Morocco AT393,0.14,0.1,0.12,21260712,8,21260XXXXXXX,12,4,212607120000,212607129999
Morocco AT394,0.14,0.1,0.12,21260741,8,21260XXXXXXX,12,4,212607410000,212607419999
Morocco AT395,0.14,0.1,0.12,21260753,8,21260XXXXXXX,12,4,212607530000,212607539999
Morocco AT396,0.14,0.1,0.12,21260811,8,21260XXXXXXX,12,4,212608110000,212608119999
Morocco AT397,0.14,0.1,0.12,21260852,8,21260XXXXXXX,12,4,212608520000,212608529999
Morocco AT398,0.14,0.1,0.12,21260868,8,21260XXXXXXX,12,4,212608680000,212608689999
Morocco AT399,0.14,0.1,0.12,21260885,8,21260XXXXXXX,12,4,212608850000,212608859999
Morocco AT400,0.14,0.1,0.12,21260901,8,21260XXXXXXX,12,4,212609010000,212609019999
Morocco AT401,0.14,0.1,0.12,21260951,8,21260XXXXXXX,12,4,212609510000,212609519999
Mozambique AT1,0.14,0.1,0.12,25882159,8,25882XXXXXXX,12,4,258821590000,258821599999
Mozambique AT2,0.14,0.1,0.12,25882221,8,25882XXXXXXX,12,4,258822210000,258822219999
Mozambique AT3,0.14,0.1,0.12,25882255,8,25882XXXXXXX,12,4,258822550000,258822559999
Mozambique AT4,0.14,0.1,0.12,25882284,8,25882XXXXXXX,12,4,258822840000,258822849999
Mozambique AT5,0.14,0.1,0.12,25882302,8,25882XXXXXXX,12,4,258823020000,258823029999
Mozambique AT6,0.14,0.1,0.12,25882308,8,25882XXXXXXX,12,4,258823080000,258823089999
Mozambique AT7,0.14,0.1,0.12,25882319,8,25882XXXXXXX,12,4,258823190000,258823199999
Mozambique AT8,0.14,0.1,0.12,25882379,8,25882XXXXXXX,12,4,258823790000,258823799999
Mozambique AT9,0.14,0.1,0.12,25882390,8,25882XXXXXXX,12,4,258823900000,258823909999
Mozambique AT10,0.14,0.1,0.12,25882430,8,25882XXXXXXX,12,4,258824300000,258824309999
Mozambique AT11,0.14,0.1,0.12,25882488,8,25882XXXXXXX,12,4,258824880000,258824889999
Mozambique AT12,0.14,0.1,0.12,25882514,8,25882XXXXXXX,12,4,258825140000,258825149999
Mozambique AT13,0.14,0.1,0.12,25882657,8,25882XXXXXXX,12,4,258826570000,258826579999
Mozambique AT14,0.14,0.1,0.12,25882753,8,25882XXXXXXX,12,4,258827530000,258827539999
Mozambique AT15,0.14,0.1,0.12,25882766,8,25882XXXXXXX,12,4,258827660000,258827669999
Mozambique AT16,0.14,0.1,0.12,25882799,8,25882XXXXXXX,12,4,258827990000,258827999999
Mozambique AT17,0.14,0.1,0.12,25882861,8,25882XXXXXXX,12,4,258828610000,258828619999
Mozambique AT18,0.14,0.1,0.12,25883139,8,25883XXXXXXX,12,4,258831390000,258831399999
Mozambique AT19,0.14,0.1,0.12,25883149,8,25883XXXXXXX,12,4,258831490000,258831499999
Mozambique AT20,0.14,0.1,0.12,25883357,8,25883XXXXXXX,12,4,258833570000,258833579999
Mozambique AT21,0.14,0.1,0.12,25883447,8,25883XXXXXXX,12,4,258834470000,258834479999
Mozambique AT22,0.14,0.1,0.12,25883553,8,25883XXXXXXX,12,4,258835530000,258835539999
Mozambique AT23,0.07,0.05,0.06,2588600,7,25886XXXXXXX,12,5,258860000000,258860099999
Mozambique AT24,0.07,0.05,0.06,2588601,7,25886XXXXXXX,12,5,258860100000,258860199999
Mozambique AT25,0.07,0.05,0.06,2588603,7,25886XXXXXXX,12,5,258860300000,258860399999
Mozambique AT26,0.07,0.05,0.06,2588604,7,25886XXXXXXX,12,5,258860400000,258860499999
Mozambique AT27,0.07,0.05,0.06,2588605,7,25886XXXXXXX,12,5,258860500000,258860599999
Mozambique AT28,0.07,0.05,0.06,2588607,7,25886XXXXXXX,12,5,258860700000,258860799999
Mozambique AT29,0.07,0.05,0.06,2588608,7,25886XXXXXXX,12,5,258860800000,258860899999
Mozambique AT30,0.07,0.05,0.06,2588609,7,25886XXXXXXX,12,5,258860900000,258860999999
Mozambique AT31,0.07,0.05,0.06,2588610,7,25886XXXXXXX,12,5,258861000000,258861099999
Mozambique AT32,0.07,0.05,0.06,2588611,7,25886XXXXXXX,12,5,258861100000,258861199999
Mozambique AT33,0.07,0.05,0.06,2588612,7,25886XXXXXXX,12,5,258861200000,258861299999
Mozambique AT34,0.07,0.05,0.06,2588613,7,25886XXXXXXX,12,5,258861300000,258861399999
Mozambique AT35,0.07,0.05,0.06,2588615,7,25886XXXXXXX,12,5,258861500000,258861599999
Mozambique AT36,0.07,0.05,0.06,2588616,7,25886XXXXXXX,12,5,258861600000,258861699999
Mozambique AT37,0.07,0.05,0.06,2588619,7,25886XXXXXXX,12,5,258861900000,258861999999
Mozambique AT38,0.07,0.05,0.06,2588620,7,25886XXXXXXX,12,5,258862000000,258862099999
Mozambique AT39,0.07,0.05,0.06,2588621,7,25886XXXXXXX,12,5,258862100000,258862199999
Mozambique AT40,0.07,0.05,0.06,2588622,7,25886XXXXXXX,12,5,258862200000,258862299999
Mozambique AT41,0.07,0.05,0.06,2588623,7,25886XXXXXXX,12,5,258862300000,258862399999
Mozambique AT42,0.07,0.05,0.06,2588625,7,25886XXXXXXX,12,5,258862500000,258862599999
Mozambique AT43,0.07,0.05,0.06,2588627,7,25886XXXXXXX,12,5,258862700000,258862799999
Mozambique AT44,0.07,0.05,0.06,2588628,7,25886XXXXXXX,12,5,258862800000,258862899999
Mozambique AT45,0.07,0.05,0.06,2588629,7,25886XXXXXXX,12,5,258862900000,258862999999
Mozambique AT46,0.07,0.05,0.06,2588630,7,25886XXXXXXX,12,5,258863000000,258863099999
Mozambique AT47,0.07,0.05,0.06,2588631,7,25886XXXXXXX,12,5,258863100000,258863199999
Mozambique AT48,0.07,0.05,0.06,2588632,7,25886XXXXXXX,12,5,258863200000,258863299999
Mozambique AT49,0.07,0.05,0.06,2588633,7,25886XXXXXXX,12,5,258863300000,258863399999
Mozambique AT50,0.07,0.05,0.06,2588634,7,25886XXXXXXX,12,5,258863400000,258863499999
Mozambique AT51,0.07,0.05,0.06,2588635,7,25886XXXXXXX,12,5,258863500000,258863599999
Mozambique AT52,0.07,0.05,0.06,2588637,7,25886XXXXXXX,12,5,258863700000,258863799999
Mozambique AT53,0.07,0.05,0.06,2588638,7,25886XXXXXXX,12,5,258863800000,258863899999
Mozambique AT54,0.07,0.05,0.06,2588639,7,25886XXXXXXX,12,5,258863900000,258863999999
Mozambique AT55,0.07,0.05,0.06,2588642,7,25886XXXXXXX,12,5,258864200000,258864299999
Mozambique AT56,0.07,0.05,0.06,2588644,7,25886XXXXXXX,12,5,258864400000,258864499999
Mozambique AT57,0.07,0.05,0.06,2588645,7,25886XXXXXXX,12,5,258864500000,258864599999
Mozambique AT58,0.07,0.05,0.06,2588648,7,25886XXXXXXX,12,5,258864800000,258864899999
Mozambique AT59,0.07,0.05,0.06,2588649,7,25886XXXXXXX,12,5,258864900000,258864999999
Mozambique AT60,0.07,0.05,0.06,2588650,7,25886XXXXXXX,12,5,258865000000,258865099999
Mozambique AT61,0.07,0.05,0.06,2588653,7,25886XXXXXXX,12,5,258865300000,258865399999
Mozambique AT62,0.07,0.05,0.06,2588654,7,25886XXXXXXX,12,5,258865400000,258865499999
Mozambique AT63,0.07,0.05,0.06,2588658,7,25886XXXXXXX,12,5,258865800000,258865899999
Mozambique AT64,0.07,0.05,0.06,2588666,7,25886XXXXXXX,12,5,258866600000,258866699999
Mozambique AT65,0.07,0.05,0.06,2588669,7,25886XXXXXXX,12,5,258866900000,258866999999
Mozambique AT66,0.07,0.05,0.06,2588681,7,25886XXXXXXX,12,5,258868100000,258868199999
Mozambique AT67,0.07,0.05,0.06,2588684,7,25886XXXXXXX,12,5,258868400000,258868499999
Mozambique AT68,0.07,0.05,0.06,2588695,7,25886XXXXXXX,12,5,258869500000,258869599999
Mozambique AT69,0.07,0.05,0.06,2588697,7,25886XXXXXXX,12,5,258869700000,258869799999
Mozambique AT70,0.07,0.05,0.06,2588721,7,25887XXXXXXX,12,5,258872100000,258872199999
Mozambique AT71,0.07,0.05,0.06,2588724,7,25887XXXXXXX,12,5,258872400000,258872499999
Mozambique AT72,0.07,0.05,0.06,2588726,7,25887XXXXXXX,12,5,258872600000,258872699999
Mozambique AT73,0.07,0.05,0.06,2588728,7,25887XXXXXXX,12,5,258872800000,258872899999
Mozambique AT74,0.07,0.05,0.06,2588748,7,25887XXXXXXX,12,5,258874800000,258874899999
Mozambique AT75,0.07,0.05,0.06,2588751,7,25887XXXXXXX,12,5,258875100000,258875199999
Mozambique AT76,0.07,0.05,0.06,2588758,7,25887XXXXXXX,12,5,258875800000,258875899999
Mozambique AT77,0.07,0.05,0.06,2588779,7,25887XXXXXXX,12,5,258877900000,258877999999
Mozambique AT78,0.07,0.05,0.06,2588786,7,25887XXXXXXX,12,5,258878600000,258878699999
Mozambique AT79,0.07,0.05,0.06,2588787,7,25887XXXXXXX,12,5,258878700000,258878799999
Mozambique AT80,0.07,0.05,0.06,2588790,7,25887XXXXXXX,12,5,258879000000,258879099999
Mozambique AT81,0.07,0.05,0.06,25886214,8,25886XXXXXXX,12,4,258862140000,258862149999
Mozambique AT82,0.07,0.05,0.06,25886274,8,25886XXXXXXX,12,4,258862740000,258862749999
Mozambique AT83,0.07,0.05,0.06,25886486,8,25886XXXXXXX,12,4,258864860000,258864869999
Mozambique AT84,0.07,0.05,0.06,25886636,8,25886XXXXXXX,12,4,258866360000,258866369999
Mozambique AT85,0.07,0.05,0.06,25886815,8,25886XXXXXXX,12,4,258868150000,258868159999
Mozambique AT86,0.07,0.05,0.06,25887493,8,25887XXXXXXX,12,4,258874930000,258874939999
Mozambique AT87,0.07,0.05,0.06,25887528,8,25887XXXXXXX,12,4,258875280000,258875289999
Mozambique AT88,0.11,0.08,0.09,2588400,7,25884XXXXXXX,12,5,258840000000,258840099999
Mozambique AT89,0.11,0.08,0.09,2588401,7,25884XXXXXXX,12,5,258840100000,258840199999
Mozambique AT90,0.11,0.08,0.09,2588402,7,25884XXXXXXX,12,5,258840200000,258840299999
Mozambique AT91,0.11,0.08,0.09,2588403,7,25884XXXXXXX,12,5,258840300000,258840399999
Mozambique AT92,0.11,0.08,0.09,2588404,7,25884XXXXXXX,12,5,258840400000,258840499999
Mozambique AT93,0.11,0.08,0.09,2588405,7,25884XXXXXXX,12,5,258840500000,258840599999
Mozambique AT94,0.11,0.08,0.09,2588406,7,25884XXXXXXX,12,5,258840600000,258840699999
Mozambique AT95,0.11,0.08,0.09,2588407,7,25884XXXXXXX,12,5,258840700000,258840799999
Mozambique AT96,0.11,0.08,0.09,2588408,7,25884XXXXXXX,12,5,258840800000,258840899999
Mozambique AT97,0.11,0.08,0.09,2588409,7,25884XXXXXXX,12,5,258840900000,258840999999
Mozambique AT98,0.11,0.08,0.09,2588410,7,25884XXXXXXX,12,5,258841000000,258841099999
Mozambique AT99,0.11,0.08,0.09,2588411,7,25884XXXXXXX,12,5,258841100000,258841199999
Mozambique AT100,0.11,0.08,0.09,2588412,7,25884XXXXXXX,12,5,258841200000,258841299999
Mozambique AT101,0.11,0.08,0.09,2588413,7,25884XXXXXXX,12,5,258841300000,258841399999
Mozambique AT102,0.11,0.08,0.09,2588414,7,25884XXXXXXX,12,5,258841400000,258841499999
Mozambique AT103,0.11,0.08,0.09,2588415,7,25884XXXXXXX,12,5,258841500000,258841599999
Mozambique AT104,0.11,0.08,0.09,2588416,7,25884XXXXXXX,12,5,258841600000,258841699999
Mozambique AT105,0.11,0.08,0.09,2588417,7,25884XXXXXXX,12,5,258841700000,258841799999
Mozambique AT106,0.11,0.08,0.09,2588418,7,25884XXXXXXX,12,5,258841800000,258841899999
Mozambique AT107,0.11,0.08,0.09,2588419,7,25884XXXXXXX,12,5,258841900000,258841999999
Mozambique AT108,0.11,0.08,0.09,2588420,7,25884XXXXXXX,12,5,258842000000,258842099999
Mozambique AT109,0.11,0.08,0.09,2588421,7,25884XXXXXXX,12,5,258842100000,258842199999
Mozambique AT110,0.11,0.08,0.09,2588422,7,25884XXXXXXX,12,5,258842200000,258842299999
Mozambique AT111,0.11,0.08,0.09,2588423,7,25884XXXXXXX,12,5,258842300000,258842399999
Mozambique AT112,0.11,0.08,0.09,2588424,7,25884XXXXXXX,12,5,258842400000,258842499999
Mozambique AT113,0.11,0.08,0.09,2588425,7,25884XXXXXXX,12,5,258842500000,258842599999
Mozambique AT114,0.11,0.08,0.09,2588426,7,25884XXXXXXX,12,5,258842600000,258842699999
Mozambique AT115,0.11,0.08,0.09,2588427,7,25884XXXXXXX,12,5,258842700000,258842799999
Mozambique AT116,0.11,0.08,0.09,2588428,7,25884XXXXXXX,12,5,258842800000,258842899999
