Range_Name,DID
Cuba ET43,5378637011
Guinea AT,224628594323
Madagascar ET15,261324180184
Equatorial Guinea AT,240222299979
Morocco AT,212642469874
Switzerland AT1,41742291871
Burkina Faso AT,226658102141
Jordan CT41,962799876672
Morocco AT,212662963861
Bosnia AT,38766393671
Equatorial Guinea AT,240222107298
Haiti AT,50937544708
Morocco CT21,23592292479
Tunisia AT,21644664385
Mali AT,22367705878
Jamaica AT,18764933000
Jordan CT12,962797701037
Tunisia AV17,21658500482
Albania AT,355692007589
Morocco CT10,212696145763
Equatorial Guinea AT,240222244738
Albania AT,355692006502
Belize AT,5016125880
Malawi AT,265888845136
Equatorial Guinea AT,240222591472
Gambia AT,2202337784187
Jamaica AT,18767995334
Jamaica AT,18769985662
Senegal AT,221705730199
Tunisia AV23,21650003275
Haiti AT,50938503363
Moldova AT,37362060146
Montenegro ET5,382667941055
Tunisia AT,21644664303
Algeria ET29,213554409407
Equatorial Guinea AT,240905365998
Tunisia AT,21644876206
Botswana AT,26772809112
Mali CT48,22361245148
Swaziland AT,26876245041
Gambia AT,22023377849
Mali CT35,22376715058
Switzerland E1,4174352499
Albania AT,355673272218
Malawi AT,265884006240
Morocco AT,212655790021
Tunisia AT,21644664350
Tunisia AV17,21658500466
Albania AT,355692007245
Albania AT,355692007397
Ascension Islands AT,24740407
Moldova AT,37362060147
Switzerland AT1,41742014773
Bosnia AT,38765418103
Bosnia AT,38766223228
Aruba AT,2975988113
Mali CT30,22360956674
Tunisia AT,21656188636
Tunisia AV17,21658500626
Albania AT,355692007576
Morocco AT,212677992081
Switzerland E2,4174380471
Zimbabwe AT,263775032600
Albania AT,355692006443
Guatemala AT,50232021149
Western Samao AT,68501994401
Cuba AT,5342667058
Estonia P51,37254296123
Jamaica AT,18767997328
Morocco AT,212616696476
Sierra Leone T14,23221911934
Zambia AT,260977490199
Qatar CT26,97477938795
Serbia AT,381663371167
Switzerland AT1,41742495965
Zimbabwe AT,263775032297
Albania CT21,355666230179
Cuba AT,5342299310
Lesotho AT,26622327685
Switzerland AT1,41742926366
Monaco AT,37744002548
Qatar CT46,97477788398
Markhor AT,5358172296
Cuba AT,5345667966
Eritrea AV5,2917240278
Algeria CT24,213541792389
Aruba AT,2975987664
Mali AT,22376200585
Mali CT59,22366068357
Qatar CT20,97430681063
Switzerland AT1,41742552584
Zambia AT,260977542668
Gambia AT,2202337784257
Jordan CT41,962799873429
Guinea T62,224722796502
Estonia P43,37257235047
Malawi AT,265881148612
Moldova AT,37362060108
Zambia AT,260976669834
Albania ET29,355697420036
Rwanda AT,250934088039
Tunisia AV17,21658500775
Jordan CT54,962777299088
Mali AV4,22369920104
Lesotho AT,26622321116
Morocco AT,212633729486
Dominica AT,17672350168
DR Congo AT,243811824299
Mali AT,22379008960
Mali CT31,22364261148
Morocco ET4,212647570335
Tunisia AT,21644664324
Aruba AV3,2977400403
Montenegro AT,382680980441
Bosnia AT,38765225370
Morocco CT93,212648003623
Qatar AT,97477926815
Tunisia AT,21656232247
Eritrea AV9,2917278018
Guinea AT,224624187016
Madagascar CT9,261340026957
Albania AT,355696518575
Algeria ET29,213554402919
Algeria ET7,213559228823
Seychelles AT,2484371649
Switzerland AT1,41742496133
Aruba AT,2975620737
Aruba AT,2975988293
Mali CT31,22364265247
Zambia AT,260977041999
Albania CT4,35566602613
Aruba AT,2975987774
Guatemala AT,50248793408
Lesotho AT,26622430564
Moldova AT,37362060100
Qatar CT3,97474463182
Tunisia AT,21644664338
Chad AV10,23599535089
Albania AT,355692006687
Switzerland E2,4174380402
Tunisia AV17,21658500762
Cayman Islands AT,13453265879
Algeria AT,213559693417
Bosnia AT,38762529775
Ivory AT,22507070707
Jamaica AT,18763127524
Jordan CT20,962790516032
Malawi AT,265888844360
Guatemala AT,50243827007
Moldova AT,37362060099
Monaco AT,37744002538
Saint Lucia AT,17582851893
Switzerland AT1,41742639317
Tunisia AT,21656198343
Algeria AT,213670170423
Belize CT9,5016282200
Chad AT,23566009962
Cuba AV24,5399986101
Tunisia AT,21644664394
Tunisia AT,21644664396
Botswana AT,26772160407
DR Congo AT,243815067881
Qatar CT20,97430681062
Tunisia AT,21644876222
Tunisia AV17,21658500542
Zimbabwe AT1,263770022968
Albania AT,355692006907
Albania AT,355692007762
Djibouti AT,25377718199
Equatorial Guinea AT,240222060202
Mauritania AV12,22236300050
Swaziland AT,26876120065
Antigua AT,12687286287
Cuba AT,5352423815
Madagascar AV9,261329222954
Tunisia AV24,21658502034
Jordan CT20,962790516033
Lesotho AT,26622323842
Morocco CT39,212689001793
St Lucia AV3,17587246781
Tunisia AV11,21658500212
Equatorial Guinea AT,240991347019
Iraq AT,9647723663137
Malawi AT,265999734896
Qatar CT3,97474463183
Albania AT,355692007252
Western Samao AT,68502073367
Albania AT,355694227559
Switzerland AT1,41742577896
Tunisia AT,21644664341
Zimbabwe AT,263775030208
Gabon AT,24103250106
Malawi AT,265882552311
Equatorial Guinea AT,240902258742
Eritrea ET12,2917317056
Montenegro AT,382680981469
Algeria CT30,213554124563
Qatar CT40,97477431024
Sao Tome AT,2399880216
Tunisia AV11,21658500100
Tunisia AV20,21654402700
Gambia AT,2202404412
Mali AT,22379002489
Morocco AT,212626442700
Morocco AV9,212612316304
Abkhazia E7,79407075912
Bosnia AT,387603203030
Albania CT24,355666085028
Algeria CT38,213549577534
Equatorial Guinea AT,240222013512
Estonia P51,37254296126
Honduras AT,50499744248
Cuba AT,5365971907
Zambia AT,260977542161
Zimbabwe ET3,263772740650
Jordan AT,962777871932
Belgium AT,32467402971
Cuba AT,53528205
Qatar CT4,97477926774
Albania AT,355692007696
Aruba AT,2975988342
Barbados AT,12462308888
Equatorial Guinea AT,240668000023
Zambia AT,260977848269
Switzerland AT1,41742204626
Switzerland AT1,41742976682
Tunisia AV17,21658500784
Chad AT,23566249020
Guatemala AT,50223750400
UK AT,447589051929
Maldives AT,9607806478
Equatorial Guinea AT,240222270044
Malawi AT,265888261827
Turkmenistan AT,99369367474
Vanuatu AT,6789002687
Albania AT,355692007370
Jamaica AT,18762795529
Lesotho AT,2662231171
Malawi AT,265999155750
Lesotho AT,26622251100
Mozambique AT,258845973989
Switzerland E2,4174380403
Tunisia AV11,21658500234
Cuba AT,5342667332
Cuba AV108,5354990192
Albania AT,355692006390
Djibouti AT,25377643018
Dominica AT,17675045001
Guatemala AT,50224280021
Jordan AT,962786856231
Bosnia AT,38761280318
Guatemala AT,50223013939
Honduras AT,50497745234
Algeria CT30,213554124568
Morocco AT,212621427842
Trinidad AT,18682668378
Albania AT,355692007697
Algeria AT,213551316149
Algeria CT38,213549577535
Equatorial Guinea AT,240222713104
Moldova AT,37362060085
Algeria CT31,213560103686
Belgium AT,32467402978
Cuba ET69,5347427859
Tunisia AT,21644664389
Albania AT,355692007923
Latvia P38,37166129627
Jamaica AT,18762846261
Mali CT97,22361994717
Equatorial Guinea AT,240222000107
Estonia P40,37257232048
Zambia AT,260974427219
Albania AT,355693279050
Mali CT31,22364269586
SWAZILAND AT,26876129188
Tunisia AT,21656236438
Iran AT,989397120722
Montenegro ET4,382686031729
Albania AT,355692006810
Belarus AT,375255701763
Mali CT30,22360952210
Tunisia AT,21694311283
Cuba AT,5342224936
Ecuador AT,593980999378
Lesotho AT,26622326395
Mali CT31,22364263745
Senegal AT,221703593482
Western Samao AT,68501994546
Bosnia AT,38765504140
Algeria CT30,213554933628
Aruba AT,2975987303
Bosnia AT,38763596211
Dominica AT,17675045151
Equatorial Guinea T1,240222273378
Grenada AT,14734062670
Jordan CT20,962790516030
Morocco AT,212642663532
Tunisia AT,21643171712
Tunisia AV17,21658500730
Albania AT,355692006434
Honduras AT,50499744500
Moldova AT,37362060084
Madagascar AV9,261329222957
Equatorial Guinea AT,240222233736
Honduras AT,50499744841
Mali CT31,22364269582
Tunisia AV8,21621000881
Aruba AT,2975675678
Moldova AT,37369611319
Morocco AV9,212612316346
Equatorial Guinea AT,240222120079
Trinidad AT,18683374063
Aruba AV3,2977400407
Cuba AT,5348671106
Dominica AT4,17672765940
Malawi AT,265111644135
Moldova AT,37362060150
Morocco CT93,212648067547
Montenegro ET6,382662494142
Jordan CT57,962795764478
Zambia AT,260977362339
Dominica AT,17676124886
UK AT,2290081023761
Albania AT,355692007221
Aruba AT,2975987292
Equatorial Guinea CT18,240222651360
Jordan CT41,962799873423
Malawi AT,265111968484
Malawi AT,265111968857
Qatar CT40,97477439028
Swaziland AT,26876026801
Albania Mobile AV2,355692222290
Chad AV13,23599881489
Aruba AT,2975987144
Bahamas AT,12464366450
Botswana AT,26772626993
Cuba ET66,5352410470
Haiti AT,50948025443
Equatorial Guinea AT,240222242155
Eritrea ET2,2917316628
Jamaica AT,18766106455
Markhor AT,50931816259
Zambia AT,260977519017
Algeria Mobile AV8,213555886901
Aruba AT,2975987923
Maldives AT,9607327543
Switzerland E2,4174380448
Guatemala AT,50249858894
Malawi AT,265888844154
Montserrat AT,16643757903
Aruba AT,2975987183
Equatorial Guinea AT,240902258428
Honduras AT,50497725259
Honduras AT,50499744850
Morocco CT93,212648001143
Botswana AT,26772243180
Guatemala AT,50222798222
Moldova AT,37362060821
Sierra Leone AT,23288125190
Mali CT48,22361242567
Marshall AT,6926354028
Moldova AT,37362060096
Senegal AT,221709512515
Honduras AT,50498888426
Tunisia AT,21644664353
Bosnia AT,38761915915
Dominica AT,17672656267
Equatorial Guinea AT,240222221415
St. Helena AT,290114504
Haiti AT,50948323635
Albania AT,355692006829
Aruba AT,2975989250
Haiti AT,50948894277
Jamaica AT,18763500785
Morocco AT,212612840131
Guatemala AT,50222684350
Guinea CT78,22479001669
Jamaica AT,18764501776
Jamaica AT,18767727225
Jordan CT5,962777877456
Haiti AT,50937297291
Lesotho AT,26628316520
Mali AT,22379002483
Albania AT,355696077850
Aruba AT,2975989107
Aruba AT,2975989117
Malawi AT,265888703536
Moldova AT,37362060093
Rwanda AT,250919938974
Tunisia AT,21644876236
Tunisia AV17,21658500729
Zimbabwe AT,263734958086
Aruba AT,2975987960
Botswana AT,26772309605
Niue AT,6837505
Madagascar CT14,261341469218
Mali CT42,22361264127
Qatar CT43,97477923563
Senegal AT,221708888989
Haiti AT,50937170939
Malawi AT,265882189975
Mali CT48,22361242563
Mali CT89,22378700451
Switzerland E1,4174352458
Jordan AT,962777045873
Zimbabwe AT,263775030160
Equatorial Guinea AT,240222280212
Haiti AT,50937148961
Monaco AT,37744010119
Rwanda AT,250780501709
Tunisia AV17,21658500727
Macedonia AT,38977026237
Maldives AT,9606820003
Tunisia ET9,21628923435
Equatorial Guinea AT,240358870447
Morocco CT91,212650222541
Senegal AT,221703593479
Zambia AT,260951630124
Gambia AT,22023377841
Ecuador AT,593980999292
Morocco CT26,212620694580
Botswana AT,26772559942
Cuba AT,5358582889
Equatorial Guinea AT,240222731075
Haiti CT11,50998134086
Jordan CT41,962799873421
Equatorial Guinea AT,240222573591
Cuba AT,5352481694
Tunisia AV17,21658500315
Chad AT,23563862253
Gambia AT,2202337784383
Maldives AT,9609785333
Moldova AT,37362060098
Moldova AT,37368703222
Swaziland AT,26878243886
Tunisia AT,21622702083
Equatorial Guinea AT,240222113030
Gabon AT,24103210509
Mali AT,22393903899
Mali CT15,22360022262
Tunisia AV17,21658500786
Equatorial Guinea AT,240222731375
Honduras AT,50499596840
Morocco AT,212662963290
Nauru AT,6745578205
Rwanda AT,250722977431
DR Congo AT,243900649171
Maldives AT,9606608888
Guatemala AT,50232153191
Tunisia AT,21620781093
Honduras AT,50495410185
Tunisia AV21,21651853000
Jamaica AT,18769997848
Honduras AT,50499744271
Monaco AT,37744002537
Albania AT,355693358640
Gambia AT,2202337784580
Lesotho AT,26622312238
Maldives AT,9609913055
Morocco AT,212614643551
Cayman Islands AT,13453263038
Chad AT,23595756786
Mali CT55,22360792598
Swaziland AT,26878025003
Tunisia AT,21627638611
Cuba AT,5332391434
Benin AT,22997308085
Guinea AT,2241132503
Morocco AT,212626955228
Aruba AT,2975988114
Rwanda AT,250722984115
Tunisia AT,21654500812
Moldova AT,37362060145
Montenegro ET3,382682315593
Chad AT,23565894196
Guinea ET13,22422389094
Malawi AT3,265888474935
Mauritania AT,22229326181
Montenegro ET1,38268226053
Equatorial Guinea AT,240222174363
Senegal AT,221703337720
Albania AT,355692007682
Algeria CT19,213541070280
Djibouti AT,25377753652
Rwanda AT,250722639735
Zambia AT,260977756240
Zimbabwe AT,263775030271
Albania AT,355692007229
Botswana AT,26772486669
Eritrea AV5,2917240276
Guinea CT76,22479053257
Jordan AT,962777333443
Albania AT,355692007070
Bosnia Mobile AV2,38763300410
Honduras AT,50497681799
Jordan CT54,962777268891
Mali CT30,22360956671
St. Kittis & Nevis AT,18694695564
Cuba AT11,5341663084
Tunisia AV17,21658500515
Equatorial Guinea AT,240222747676
Macedonia AT,38977021525
Mali AT,22371842117
Morocco AT,212608100484
Morocco AT,212670091896
Zambia AT,260977863474
Jamaica AT,18766194752
Equatorial Guinea AT,240222153972
Jordan AT,962776891509
Equatorial Guinea AT,240222270362
Belarus AT,375333972126
Mali CT30,22360956676
Qatar AT,97477926937
Belgium AT,32463040967
Chad P2,23598429455
Honduras AT,50495948082
Jordan AT1,962775137701
Zambia AT,260972347834
Haiti AT,50948894090
Belarus AT1,375443486766
Gambia AT,2202337784763
Guatemala AT,50235143787
SWAZILAND AT,26876181311
Barbados AV11,12468251033
Lesotho AT,26622920781
Morocco CT93,212648001141
Bosnia AT,38761865277
Honduras AT,50495798661
Zambia AT,260979130046
Cuba AT,5372092617
Guinea AT,245966611145
Jordan AT,962781203561
Macedonia AT,38977023516
Madagascar CT9,261340026955
Mali AT,22360690117
Mali CT3,22390043250
Equatorial Guinea AT,240222583924
Morocco AT,212618421964
Seychelles AT,248991206
Algeria Mobile AV8,213555886902
Aruba AT,2975988760
Eq Guinea T3,2409472524
Equatorial Guinea AT,240222730670
Honduras AT,50431409465
Macedonia AT,38977024388
Qatar CT59,97430305261
Chad AV17,23595202860
Equatorial Guinea AT,240222771478
SWAZILAND AT,26876756683
Equatorial Guinea AT,240222736543
Belgium AT,32467402975
Cuba AT,5353685507
Maldives AT,9606643157
Sierra Leone T22,23221285003
Western Samao AT,68501994803
Grenada AT,14734096202
Markhor AT,375443201410
Morocco AT,212670091891
Chad AT,23566212544
Morocco AT,212655275758
Gabon AT,24103275147
Guatemala AT,50250633723
Jordan CT54,962777223342
Macedonia AT,38977027006
Morocco AT,212667264128
Uganda AT,256775349879
Zambia AT,260978980270
Belarus E27,375258905006
Grenada AT,14734096204
Albania AT,355693313131
Equatorial Guinea AT,240222248210
Malawi AT3,265888699438
Guatemala AT,50223793636
Honduras AT,50499744843
Sierra Leone AT,23276627807
Swaziland AT,26876953630
Tunisia AV22,21654667100
Barbados AT,12462560114
Gambia CT5,2203082512
Madagascar CT9,261340027756
Moldova AT,37368703371
Morocco AT,212615424129
Morocco CT26,212620696578
Equatorial Guinea AT,240666190526
Albania AT,355692007083
Albania AT,355696372676
Algeria ET29,213554403213
Aruba AT,2975989113
Chad AT,23566258262
Cuba AT,535683777
Equatorial Guinea AT,240222691495
Eritrea AV5,2917240332
Gabon KT1,24103296616
Honduras AT,50499744107
Jordan CT20,962790516037
Macedonia AT,38977020473
Macedonia AT,38977022436
Macedonia AT,38977023987
Macedonia AT,38977025205
Macedonia AT,38977028134
Moldova AT,37362060094
Sierra Leone AT,23276684861
Sierra Leone AT,23276999600
Bosnia AT,38765567187
Guatemala AT,50243827047
Western Samao AT,68501994029
Zambia AT,260978151390
Moldova AT,37362060151
Morocco CT26,212620696579
Rwanda AT,250780501715
Senegal AT,221709653811
Antigua AT,12687716129
Morocco AT,212670091849
Eritrea AV5,2917240400
Lesotho AT,26622311049
Tunisia AT,21628943373
DR Congo AT,243814711050
Gambia AT,2202337784322
Mali AT,22376117765
Qatar CT21,97430463789
Tunisia AV17,21658500344
Montenegro ET8,382664487817
Tunisia AT,21644876255
Equatorial Guinea AT,240222777676
Jordan AT,962781214696
Haiti AT,50947678361
Bosnia AT,38765520093
Morocco AT,212661694054
St. Helena AT,29045385
Guatemala AT,50257874443
Tunisia AT,21620525796
Guinea AT,2241132520
Lesotho AT,26622314649
Morocco AT,212661339764
Qatar CT4,97477926393
Cuba AT,5345667009
Markhor AT,50232497326
Tunisia AV17,21658500404
Algeria CT25,213541881625
Bolivia AT,59160704530
Gambia AT,2202337784264
Lesotho AT,26622312423
Mali CT31,22364263744
Western Samao AT,68501994773
Guatemala AT,50231650941
Tunisia AV17,21658500319
Tunisia AV17,21658500489
Tunisia AV17,21658500596
Aruba AT,2975937285
Aruba AT,2975987953
Botswana AT,26774405969
Botswana AT1,26772826553
Cuba AT,5324463877
Zambia AT,260951630127
Equatorial Guinea AT,240222550228
Ukraine AT,380998889088
Bosnia AT,38761901463
Moldova AT,37362060104
Djibouti AT,25377646740
Equatorial Guinea AT,240327734
Equatorial Guinea AT,240555962007
Equatorial Guinea AT,240666505241
Monaco ET7,37745287436
Morocco AT,212661357291
Qatar CT35,97470500919
Somalia CT180,25285954450
Western Samao AT,6857200096
Kenya AT,254712069485
Guinea AT,2241132524
Maldives AT,9606640088
Moldova AT,37362060083
Botswana AT,26772765963
Macedonia AT,38977023530
Senegal AT,221709829505
Equatorial Guinea AT,240222504157
UAE AT,971558998900
Equatorial Guinea AT,240222705907
Madagascar ET11,261327840099
SWAZILAND AT,26876142133
Aruba AT,2975987970
Lesotho AT,26622311635
Mali AT,22376018196
Tunisia AT,21643174421
Maldives AT,9606641122
Equatorial Guinea AT,240222273744
Haiti AT,50937859697
Jamaica AT,18764540934
Senegal AT,221708984186
Aruba AT,2975989178
Belarus E62,375333843600
Malawi AV7,265883375073
Mali AT,22372798261
Oman AT,96894246335
Swaziland AT,26876036536
Zambia AT,260972432830
Botswana AT1,26772101596
Tunisia AT,21620083246
Zimbabwe AT1,263772207303
Qatar CT4,97477926501
Equatorial Guinea AT,240222189851
Morocco ET6,212622379425
Uganda AT,256784703074
Mali AV2,22375307015
Moldova AT,37362060149
Monaco AT,37744005284
Equatorial Guinea AT,2402786667
Aruba AT,2975988632
Botswana AT,26772279764
Cuba AT,5378363564
Moldova AT,37368703306
Swaziland AT,26876903171
DR Congo AT,243900158699
Rwanda AT,250733725064
Burkina Faso AT,22675018313
Swaziland AT,26878345584
Chad AT,23563668239
Jordan CT49,962777666617
Malawi AT,265999032274
Albania AT,355694015810
Jamaica AT,18762946384
Jordan CT20,962790516417
Zambia AT,260951630117
Equatorial Guinea AT,240555653371
Tunisia AT,21644664377
Botswana AT1,26772862989
Gambia AT,2202337784503
St. Helena AT,29080901739
UAE AT,971559151112
Aruba AT,2975988545
Tunisia AT,21644664302
Equatorial Guinea AT,240222525668
Equatorial Guinea AT,240222148177
Equatorial Guinea AT,240222244046
Haiti AT,50936549373
Aruba AT,2975988682
DR Congo AT,243810107330
Jamaica AT,18762792758
Jamaica AT,18765884569
Madagascar AT,261344933807
Morocco AT,212602770014
Madagascar AV3,261321001509
Mali CT105,22370049765
Morocco AT,212611592189
Tunisia AT,21643174802
Zambia AT,260976300073
Aruba AV3,2977400478
Botswana AT,26775222218
Estonia AT,37254581858
Gambia AT,2202337784864
Malawi AT,265888330571
Switzerland AT1,41742942141
Barbados AV4,12462499586
Equatorial Guinea AT,240222273188
Jordan CT49,962777666612
Zambia AT,260977041660
Cuba AT,5372125796
Eritrea AV5,2917240321
Jamaica AT,18767879875
Dominica AT,17675027672
Equatorial Guinea AT,240333092074
Malawi AT,265888608928
Morocco AV1,212664679089
Eritrea ET2,2917319716
Albania AT,355692006398
Algeria CT25,213541881391
Algeria P3,213559974286
Equatorial Guinea AT,240666190556
Malawi AT,265888703358
Tunisia AV17,21658500582
Zimbabwe AT1,263773010253
Aruba AT,2975988523
Zambia AT,260977568200
Bosnia AT,38762910910
Equatorial Guinea AT,240222126492
Jamaica AT,18765491912
Tunisia AT,21644664368
Jamaica AT,18765942750
Malawi AT,265881138140
Tunisia AV17,21658500488
DR Congo AT,243900635397
Moldova AT,37362060087
Montenegro ET4,382686039666
Morocco AV9,212612316330
Tunisia AV17,21658500383
Cuba AT,5342665575
Western Samao AT,68501994914
CAR ET1,23675294563
St. Helena AT,290333348
Equatorial Guinea AT,240222502904
Equatorial Guinea AT,240333088740
Equatorial Guinea AT,240222735820
Jordan CT49,962777666615
Aruba AT,2975987111
Markhor AT,14734566414
Morocco AT,212610928448
St. Helena AT,29024854000
Lesotho AT,26622321180
Mali CT29,22360405575
Swaziland AT,26876028087
Switzerland AT1,41742908469
Tunisia AT,21644876205
Grenada AT,14735342598
Trinidad AT,18683095466
Belgium AT,324962135373
Madagascar CT9,261340027754
Monaco AT,37744009736
Dominica AT,17672770267
Equatorial Guinea AT,240222046645
Mali CT29,22360405873
Switzerland E1,4174352438
Morocco AT,212655790026
Algeria CT34,213550491687
Bosnia AT,38762246302
Jamaica AT,18768461469
Markhor AT,18764863849
St. Helena AT,290908280
St. Helena AT,2908949999
Aruba AT,2975989104
Chad AV13,23599881349
Guatemala AT,50222293200
Lesotho AT,266717362825
Mali CT31,22364262453
Senegal AV11,221707552400
Morocco AV11,212608115008
Tunisia ET11,21622124594
Bosnia AT,38765091918
Equatorial Guinea AT,240555671440
Eritrea AV5,2917240338
Aruba AT,2977400386
Botswana AT,26772146337
DR Congo AT,243812187665
Tunisia AT,21644664345
Cuba AV98,5354990149
Ivory AT,2254016
Guinea AT,245955789012
Morocco AT,212655275749
Bosnia AT,38765879918
Jamaica AT,18764291705
Lesotho AT,26622500699
Markhor AT,26772891773
Morocco ET6,212622370260
Tunisia AT,21644664372
Gambia AT,2202337784262
Macedonia ET1,38978227475
Morocco AT,212662963865
Mali AT,22366004429
Eritrea AV10,2917250299
Moldova AT,37362060088
Equatorial Guinea AT,240222274493
Seychelles Mobile AV1,2482704802
Morocco AT,212670091859
Algeria CT30,213554933627
Botswana AT,26772159184
Dominica AT,17673163273
Equatorial Guinea AT,240222276343
Lesotho AT,266768390876
Mali CT52,22366760607
Botswana AT1,26772104549
Haiti AT,50937855338
Guinea AT,2241132523
Jamaica AT,18765244520
Senegal AT,221703382533
St. Helena AT,29045399
Aruba AT,2975987824
Cuba AT,5372641007
Equatorial Guinea AT,240222258949
Gabon AT,24103286611
Malawi AT,265881343918
Sao Tome AT,2399880204
Switzerland E1,4174352407
Gambia AT,22023377844
Madagascar CT9,261340027757
Senegal AT,221701047130
Guatemala AT,50232021708
Maldives AT,9606640055
Haiti AT,50937452168
Jamaica AT,18764684466
St. Helena AT,290800333
Jamaica AT,18765731087
Uganda AT,256774953665
Equatorial Guinea AT,240222174272
Haiti AT,50947675241
Switzerland AT1,41742742024
Cuba AV108,5354990156
Markhor AT,375443201149
Aruba AT,2975921313
Anguilla AT,12644977000
Seychelles Mobile AV1,2482704796
Lesotho AT,26622431543
Malawi AT,265888387235
Tunisia AV17,21658500692
Anguilla AT,12644976442
Eritrea AV5,2917240402
Guatemala AT,50243827102
Jordan CT41,962799873422
Qatar CT59,97430305266
Zambia AT,260979884411
Belgium AT,32467402127
Malawi AT,265888696030
Eritrea AV5,2917240328
St. Lucia AT,17587220400
Belize CT5,5016125054
DR Congo AT,243811254547
Gambia AT,2202337784258
Morocco AT,212678783261
Albania AT,355692006430
Aruba AT,2975989284
Belarus AT,375443102044
Congo T15,242800166001
Equatorial Guinea AT,240222048735
Grenada AT,14734068270
Mali CT42,22361263217
Senegal AT,221770996717
Belgium AT,32467402980
Equatorial Guinea AT,240222269550
Guatemala AT,50232092849
Guinea AT,2241132529
Nauru AT,6745578208
Qatar CT27,97477629837
Abkhazia E4,79409233070
Eritrea AV5,2917240281
Madagascar AT,261345004053
Tunisia AT,21644664330
Tunisia AT,21644664381
DR Congo AT,243900609335
Equatorial Guinea AT,240222682461
Ivory AT,22541238162
Kenya AT,254797277585
St. Pierre AT,508555111
Belarus AT1,375443199591
Eritrea AV5,2917240262
Haiti AT,50946407524
Swaziland AT,26876308835
Antigua AT,12687277750
Belize CT11,5016244025
Bosnia AT,387603145378
Mali CT108,22374968056
Botswana AT,26772203713
Morocco AT,212655790044
Mali AT,22365187465
Botswana AT1,26772106688
Cuba AT,5345914132
Gambia AT,2202337784569
Jamaica ET2,18764240506
Qatar CT10,97477636462
Antigua AT,12644973053
Switzerland E1,4174352480
Bosnia AT,387603351270
Morocco AV9,212612316349
Tunisia AV17,21658500764
Botswana AT1,26772300183
Burundi AT,25778960261
Equatorial Guinea AT,240555461056
Kenya AT,254720607075
Qatar CT33,97474784694
Switzerland AT1,41742703156
Equatorial Guinea AT,240222289032
Tunisia AV17,21658500766
Cuba AV108,5354990153
Eritrea AV5,2917240251
Morocco AT,212610941721
Guinea ET10,22420809312
Malawi AT,265999853085
Swaziland AT,26878024184
Tunisia AV17,21658500713
Botswana AT1,26772101178
Jamaica AT,18767781551
Montenegro AT,382680980672
Malawi AT,265881106691
Tunisia AT,21644664379
Belarus AT1,375443201509
Cuba AT,5352366986
DR Congo AT,243900635674
Trinidad AT,18683376584
Tunisia AV11,21658500183
Cuba AT,5347306600
Gambia AT,2202337784566
Guinea AT,245955517155
Morocco CT49,212677777454
Rwanda AT,250925058197
Algeria AT,213561606334
Gambia AT,2202239468
Senegal AT,221707359186
Algeria AT,213549268805
Bosnia AT,387644411673
Moldova AT,37362060719
Qatar CT40,97477439020
Botswana AT,26772507098
Lesotho AT,26622322254
Morocco AT,212662963864
Zimbabwe AV7,263782880140
Cuba AT,5354183330
Jamaica AT,18765100700
Malawi AT,265888387208
Trinidad AT,18686564027
Albania AT,355692006892
Cuba AT,5358653264
Tunisia CT3,21653183749
Equatorial Guinea AT,240222515197
Equatorial Guinea AT,240555242645
Eritrea AV4,2917163240
Lesotho AT,26622701074
Qatar CT13,97477620730
Qatar CT59,97430305267
Senegal AT,221707461380
Tunisia AV17,21658500543
Tunisia AV17,21658500553
Burkina Faso AT,22678858643
Guatemala AT,50257596472
Montenegro ET5,382667940895
Morocco AT,212642469921
Senegal AT,221704693580
DR Congo AT,243820223714
Guinea AT,2241132542
Liberia AT,231880096237
Malawi AT,265886677920
Moldova AT,37368703227
Bosnia AT,38761225037
Eritrea AV5,2917240357
Morocco AT,212662004974
Cuba AV98,5354990142
Malawi AT,265884976877
Tunisia AV17,21658500343
Zambia AT,260978291886
Haiti AT,50934248647
Aruba AV2,2977452009
Markhor AT,14734096219
Mozambique AT,258847801121
Switzerland AT1,41742031455
Tunisia AT,21644664374
Cuba AT17,5372641063
Equatorial Guinea AT,240222627676
Guinea AT,245955788383
Haiti AT,50948894794
Lesotho AT,26622460245
Tunisia AV17,21658500772
Belgium AT,32467402992
Grenada AT,14734096236
Mali AT,22365886602
Rwanda AT,250780501712
Bosnia AT,38761553709
Equatorial Guinea AT,240551440288
Qatar CT14,97477924456
Switzerland E1,4174352464
Gambia AT,2202337784305
Guatemala AT,50224708222
Aruba AT,2975988204
Honduras AT,50495345213
Senegal AT,221770996718
DR Congo AT,243817176325
Equatorial Guinea AT,240222772305
Honduras AT,50499744188
SWAZILAND AT,26876260036
Tunisia AV17,21658500789
Eritrea AV5,2917240356
Morocco AT,212670091904
Anguilla AT,12645380001
Bosnia AT,38761227512
DR Congo AT,243813830121
Ecuador AT,593968374732
Gambia AT,2202337784783
Ivory AT,22509094229
Maldives AT,9606897888
Zambia AT,260977874891
Zimbabwe AT,263738821030
Equatorial Guinea AT,240222018579
Equatorial Guinea AT,240222254664
Algeria AV1,213660608210
Aruba AT,2975987384
Aruba AT,2975989150
Bosnia AT,38761753064
Maldives AV49,9609155009
St. Kittis & Nevis AT,18697660733
Haiti AT,50946650414
Montenegro AT,382680980246
Tunisia AT,21644664397
Bolivia ET1,59160881878
Guatemala AT,50243827515
Mali CT5,22377667414
